Prscrbr_NPI,Physician_Name,Specialty,City,State,Brand_Name,Sales_Rep,Territory,HCP_Tier,CMS_Volume_Decile,Target_Calls,Actual_Calls,Samples_Dropped,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Rx_Lift_Pct,Delta_Log_Fills,Post_Campaign_Fills,dataset_mode
1001000769,Dr. Richard Hernandez,Pain Management,Nashville,TN,Lazanda,REP-108,TERR-04,2,4,6,5,4,24,10.4132,15955.17,7.3718,0.065093,11.1808,hybrid
1001000770,Dr. Susan Miller,Pain Management,Atlanta,GA,Subsys,REP-103,TERR-02,2,5,9,6,7,15,13.6985,17173.89,9.7552,0.087017,15.0348,hybrid
1001000771,Dr. Mary Miller,Pain Management,Philadelphia,PA,Abstral,REP-110,TERR-05,2,5,6,3,2,22,14.2378,17822.94,4.4959,0.04115,14.8779,hybrid
1001000772,Dr. Laura Flores,Pain Management,Philadelphia,PA,Actiq,REP-112,TERR-06,1,10,16,10,1,15,31.284,70346.5,4.7317,0.044831,32.7642,hybrid
1001000773,Dr. Carol Miller,Pain Management,Columbus,OH,Actiq,REP-102,TERR-01,3,3,2,1,2,19,6.4981,12049.06,3.905,0.033282,6.7519,hybrid
1001000774,Dr. Rebecca Ramirez,Emergency Medicine,Portland,OR,Subsys,REP-101,TERR-01,2,4,8,5,2,22,9.3413,24211.7,3.3997,0.030248,9.6588,hybrid
1001000775,Dr. Sandra Gonzalez,Family Practice,Nashville,TN,Abstral,REP-111,TERR-06,2,5,4,3,3,19,12.9694,19348.74,5.2878,0.047926,13.6552,hybrid
1001000776,Dr. Melissa Williams,Palliative Care,Phoenix,AZ,Actiq,REP-105,TERR-03,2,5,10,6,1,18,12.0322,14199.58,5.684,0.051147,12.7161,hybrid
1001000777,Dr. James Allen,Pain Management,Phoenix,AZ,Abstral,REP-103,TERR-02,2,6,9,7,5,20,15.014,36563.62,8.6262,0.077771,16.3092,hybrid
1001000778,Dr. Amanda Hill,Oncology,Miami,FL,Abstral,REP-107,TERR-04,2,4,7,5,4,13,11.8754,22231.97,6.7784,0.060643,12.6804,hybrid
1001000779,Dr. Rebecca Johnson,Oncology,Seattle,WA,Abstral,REP-103,TERR-02,2,6,11,7,8,12,16.9296,27969.55,8.2119,0.07468,18.3198,hybrid
1001000780,Dr. Margaret Young,Pain Management,Chicago,IL,Abstral,REP-103,TERR-02,2,5,9,8,4,9,14.81,34959.41,7.7937,0.070465,15.9642,hybrid
1001000781,Dr. Donna Martinez,Oncology,Miami,FL,Lazanda,REP-101,TERR-01,2,6,9,7,2,9,17.5113,18294.14,5.4241,0.050038,18.4612,hybrid
1001000782,Dr. Mary Wright,Palliative Care,Las Vegas,NV,Abstral,REP-102,TERR-01,2,4,4,3,0,5,10.111,25453.82,1.4476,0.013087,10.2574,hybrid
1001000783,Dr. Nancy Gonzalez,Anesthesiology,Denver,CO,Actiq,REP-101,TERR-01,2,4,6,3,0,15,11.3875,29049.65,2.5837,0.023474,11.6817,hybrid
1001000784,Dr. Jennifer Scott,Pain Management,Charlotte,NC,Actiq,REP-105,TERR-03,2,5,8,6,0,16,12.045,25635.56,4.3273,0.039178,12.5663,hybrid
1001000785,Dr. Kimberly Hall,Internal Medicine,Portland,OR,Abstral,REP-103,TERR-02,1,9,9,7,8,22,24.4377,60382.4,7.7106,0.07146,26.322,hybrid
1001000786,Dr. Robert Harris,Pain Management,Denver,CO,Actiq,REP-104,TERR-02,2,6,7,6,5,20,16.6469,19491.01,6.2711,0.057473,17.6909,hybrid
1001000787,Dr. Melissa Torres,Internal Medicine,Charlotte,NC,Subsys,REP-112,TERR-06,1,9,9,6,3,11,25.4992,29286.32,4.1403,0.039067,26.555,hybrid
1001000788,Dr. Dorothy Rivera,Oncology,Los Angeles,CA,Fentora,REP-104,TERR-02,3,3,3,2,1,8,6.9423,16796.0,3.7055,0.031876,7.1995,hybrid
1001000789,Dr. Donna Wright,Anesthesiology,Boston,MA,Subsys,REP-112,TERR-06,3,2,5,3,0,20,4.962,12702.65,2.0338,0.016785,5.0629,hybrid
1001000790,Dr. Barbara King,Pain Management,Nashville,TN,Actiq,REP-112,TERR-06,2,7,8,6,5,16,19.8159,30062.62,8.0027,0.07342,21.4017,hybrid
1001000791,Dr. Deborah Adams,Pain Management,Detroit,MI,Subsys,REP-103,TERR-02,3,3,7,4,3,14,8.6641,18630.53,6.6218,0.05767,9.2378,hybrid
1001000792,Dr. James Lewis,Palliative Care,Las Vegas,NV,Abstral,REP-111,TERR-06,2,6,5,3,4,20,16.5627,40704.36,5.781,0.053084,17.5202,hybrid
1001000793,Dr. Laura Perez,Pain Management,Houston,TX,Subsys,REP-101,TERR-01,2,5,8,6,0,12,12.5551,14457.23,2.6458,0.024211,12.8872,hybrid
1001000794,Dr. Thomas Rivera,Neurology,Denver,CO,Fentora,REP-112,TERR-06,2,6,6,4,3,8,17.7523,43918.87,5.0827,0.046995,18.6546,hybrid
1001000795,Dr. Mary Wilson,Internal Medicine,Miami,FL,Abstral,REP-102,TERR-01,2,6,10,9,6,16,17.5606,25417.06,5.0498,0.046671,18.4473,hybrid
1001000796,Dr. James Robinson,Palliative Care,Atlanta,GA,Actiq,REP-111,TERR-06,3,2,3,2,1,22,5.8613,5304.43,4.3674,0.03663,6.1173,hybrid
1001000797,Dr. Donna Scott,Pain Management,Los Angeles,CA,Subsys,REP-107,TERR-04,2,4,11,9,2,20,10.6982,20049.69,8.0782,0.071275,11.5625,hybrid
1001000798,Dr. Kimberly Gonzalez,Neurology,Philadelphia,PA,Fentora,REP-111,TERR-06,3,3,4,4,1,13,6.0327,5583.53,5.2228,0.043827,6.3478,hybrid
1001000799,Dr. Elizabeth Allen,Anesthesiology,Chicago,IL,Abstral,REP-102,TERR-01,3,3,5,3,1,13,7.9187,14813.67,3.7548,0.032794,8.2161,hybrid
1001000800,Dr. Michael Robinson,Neurology,Las Vegas,NV,Actiq,REP-105,TERR-03,2,5,4,3,4,19,13.3105,19913.16,7.1445,0.064338,14.2615,hybrid
1001000801,Dr. Kathleen Mitchell,Oncology,Los Angeles,CA,Lazanda,REP-106,TERR-03,3,3,5,4,0,16,6.9496,14058.75,4.3543,0.037359,7.2523,hybrid
1001000802,Dr. Donna Sanchez,Oncology,Las Vegas,NV,Fentora,REP-107,TERR-04,3,3,6,5,6,26,7.0248,6638.64,7.8867,0.06676,7.5789,hybrid
1001000803,Dr. Betty Anderson,Family Practice,Baltimore,MD,Lazanda,REP-110,TERR-05,2,4,10,6,5,16,10.2613,22877.82,5.6802,0.050463,10.8442,hybrid
1001000804,Dr. Sandra Martin,Family Practice,Columbus,OH,Actiq,REP-104,TERR-02,2,4,3,2,0,19,11.2109,14644.85,0.8175,0.007477,11.3026,hybrid
1001000805,Dr. Robert Sanchez,Pain Management,Houston,TX,Fentora,REP-103,TERR-02,2,5,4,3,2,15,13.8529,21544.11,5.8145,0.052811,14.6584,hybrid
1001000806,Dr. Amanda Torres,Palliative Care,Chicago,IL,Subsys,REP-102,TERR-01,2,7,12,9,3,17,18.4717,27428.33,5.3835,0.049809,19.4661,hybrid
1001000807,Dr. Ashley Harris,Pain Management,Columbus,OH,Subsys,REP-102,TERR-01,2,7,15,8,8,14,18.2927,45935.55,7.2177,0.066196,19.613,hybrid
1001000808,Dr. Deborah Rivera,Oncology,Los Angeles,CA,Subsys,REP-111,TERR-06,2,4,6,4,2,16,11.3071,27716.93,6.7032,0.059764,12.065,hybrid
1001000809,Dr. David Smith,Anesthesiology,Portland,OR,Lazanda,REP-106,TERR-03,1,8,16,11,8,13,21.608,36476.1,10.7879,0.098131,23.939,hybrid
1001000810,Dr. Barbara Moore,Anesthesiology,Nashville,TN,Subsys,REP-107,TERR-04,2,4,6,3,4,17,9.8538,11112.73,5.9206,0.052357,10.4372,hybrid
1001000811,Dr. Betty Rodriguez,Orthopedics,Los Angeles,CA,Fentora,REP-112,TERR-06,2,4,3,3,0,26,9.7545,16922.89,2.4003,0.021538,9.9886,hybrid
1001000812,Dr. John Nelson,Oncology,Denver,CO,Abstral,REP-103,TERR-02,2,4,7,5,0,24,9.7197,9510.79,4.5217,0.040181,10.1592,hybrid
1001000813,Dr. Charles Campbell,Oncology,Portland,OR,Lazanda,REP-105,TERR-03,2,7,5,3,3,19,20.7943,23519.04,5.4949,0.0511,21.937,hybrid
1001000814,Dr. Jessica Thompson,Oncology,Houston,TX,Lazanda,REP-104,TERR-02,2,5,9,8,8,11,13.1285,24303.41,7.9155,0.070973,14.1677,hybrid
1001000815,Dr. Michael Thomas,Family Practice,Columbus,OH,Actiq,REP-103,TERR-02,1,8,10,8,7,15,21.6004,49461.95,7.7365,0.071336,23.2716,hybrid
1001000816,Dr. Nancy Brown,Oncology,Jacksonville,FL,Abstral,REP-110,TERR-05,2,5,11,6,6,14,14.3697,13048.62,7.0586,0.063907,15.384,hybrid
1001000817,Dr. Sarah Moore,Oncology,Baltimore,MD,Fentora,REP-111,TERR-06,1,8,15,9,5,5,21.114,38625.28,9.8672,0.090032,23.1973,hybrid
1001000818,Dr. Rebecca Brown,Pain Management,New York,NY,Subsys,REP-109,TERR-05,2,6,8,4,0,9,17.547,28441.69,2.6872,0.025105,18.0185,hybrid
1001000819,Dr. Michael Harris,Family Practice,Boston,MA,Subsys,REP-109,TERR-05,2,6,6,3,4,14,17.0851,17053.79,4.0335,0.037397,17.7742,hybrid
1001000820,Dr. Patricia Robinson,Psychiatry,Seattle,WA,Subsys,REP-101,TERR-01,2,5,8,7,2,8,14.1313,23758.73,4.5034,0.041197,14.7677,hybrid
